sdtname,Underweight Children,Poverty,Aganwadi,Immunitized childrens in anganwadi y < 6,SC Population,ST Population,Female literacy,ATM,Internet,Road,MSME,PDS,Mobile,Clean,Kuccha,Post,Panchayat,School,Library,Vocational,Pasture Land,Bank,Public Transport ,Electricity,Market,Water,Ground,Health,Drainage System,long,lat
HINGANGHAT,94.01069519,0.190272,66.44233106,88.61257795,12.55195889,12.37930809,69.17766394,47.11191475,63.09064077,87.40109464,72.87368588,43.41008584,94.7580904,153.7232012,106.7998983,42.72655165,55.99083356,65.38168406,29.40000067,52.85356053,94.71813921,55.55967869,77.87828759,79.91241641,79.67647241,85.3323824,29.68484583,46.86566086,245.3930905,78.76151064,20.47991096
SAMUDRAPUR,126.631016,0.2146755,78.3669008,92.49859808,13.11967053,16.94663272,68.11160319,40.41251403,43.29522871,64.26214167,69.3055786,60.28862512,107.6251315,119.7549116,93.95253833,27.92438675,46.61622152,78.09868228,10.08770665,11.33442181,43.91840325,85.2845092,61.75146002,77.98659198,45.56422123,83.85785829,25.46360629,58.06851251,177.348492,79.00976577,20.61707557
NARKHED,65.6684492,0.423945,80.67997344,109.3712733,15.66231367,11.74885384,69.58313686,40.86237504,45.96603828,84.90392051,159.6657931,69.02794262,94.8207611,181.8589188,157.8610021,61.76457297,69.98854195,81.61799011,49.98000114,64.1793235,267.331891,46.16048493,93.77181567,95.63017947,83.85000192,126.755869,40.85200212,56.90830247,86.81229131,78.49105185,21.38438066
KATOL,76.89839572,0.4346665,87.67440662,105.9966335,15.63202562,14.89866518,68.74148037,54.13166241,122.1024377,121.345657,109.8982198,80.01303457,72.33276375,149.2171051,117.2782712,47.04733708,54.63621662,84.16306722,67.98354994,39.85328959,87.50623788,76.43779224,102.6414297,102.4652271,48.06290432,134.933667,71.62666026,75.03918339,104.9013389,78.63673296,21.22983699
KALAMESHWAR,141.8181818,0.292049,82.40883001,98.53352656,15.93784008,9.383666639,69.28982264,71.91778006,101.1252842,114.1486042,59.24947504,55.2223541,128.1323244,140.7884326,105.5962719,54.35282421,85.0527424,87.05918945,68.06800156,47.06483723,41.03233675,57.2863454,76.92467591,85.59838613,37.84000087,116.5617462,162.126377,58.73498873,106.6774463,78.8573566,21.27682902
SAVNER,119.0374332,0.338731,85.27090476,106.1403426,16.74644527,11.2589849,68.66353454,84.53022657,26.4133205,89.44480183,33.16201961,79.33062063,138.3591216,157.779582,77.61957063,39.75057293,89.6271179,80.15617536,53.33686689,55.31874526,25.00726991,48.96933189,115.0738876,106.6708894,100.0712709,136.4254709,187.7972635,58.1351813,45.83997149,78.95171721,21.41679255
PARSEONI,64.70588235,0.335714,97.06809304,111.5432368,17.07989844,11.72408029,65.63848421,22.47430627,42.13553509,118.132687,39.67598775,79.38213402,115.7292716,175.040283,131.2695302,37.36756664,64.61442176,94.8809135,29.45250067,22.06164245,38.46781571,29.2941539,84.13636427,101.5191703,70.95000162,135.5583599,13.21682421,66.65648392,93.55784097,79.15066069,21.43160933
RAMTEK,80.64171123,0.434483,92.21468839,104.7416786,11.20974747,36.66351708,63.80891779,117.9901079,29.49487456,110.9057462,55.54638285,94.22314168,107.6721704,111.3828581,133.6059549,52.3145933,39.45604052,85.69888961,24.05287555,92.65889831,17.95164733,102.5295386,97.13925693,102.1959648,161.4112537,106.5101399,67.07538289,115.6345091,67.74878139,79.35333114,21.51515319
MAUDA,61.17647059,0.271984,106.4254121,104.4998403,13.09578973,6.71486778,66.73056267,81.85763584,129.4896932,131.6125814,33.71921344,142.9944698,97.37599308,116.7382162,125.7883901,55.67850285,78.86513751,107.7622894,31.2882934,80.35460016,101.1908576,62.24015353,72.63213117,106.5263489,173.6256137,129.7329716,249.72276,63.33426255,23.5009323,79.43857666,21.22880559
KAMPTEE,80.64171123,0.213075,105.0962812,102.0683229,15.29591741,5.842378579,69.49842039,198.7201817,77.61809095,135.1759787,120.8377451,129.6998711,140.3246331,90.18870397,53.90278689,65.0803553,83.06534847,108.251229,43.4036852,65.02378828,88.18353074,165.4862729,74.07220587,98.31330176,78.41842285,130.462181,68.17098806,115.3141919,38.03440359,79.24818502,21.14612185
NAGPUR (RURAL),92.29946524,0.208899,88.03226134,106.7803307,15.61854998,0.698503053,52.81219127,146.1554885,79.92159559,124.5257501,76.45093553,97.26259787,125.9648618,152.7505724,56.39984983,56.4568045,74.50393175,87.72617518,28.37574258,111.5892109,33.97301,98.7811469,78.95494594,93.61595747,92.92161503,120.940546,121.7653224,67.01173586,72.26536682,79.03943306,20.94145343
NAGPUR (URBAN),100,0.001,88.03226134,106.7803307,15.61854998,0.698503053,52.81219127,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,79.08420217,21.14584719
HINGNA,129.9465241,0.315663,79.23925962,74.19701059,12.06721356,18.3482449,69.26907993,98.06970008,68.94905742,104.1083787,119.2684238,52.7122471,106.540181,119.0309502,66.55274862,44.47049253,56.99066987,81.61799011,32.13000073,96.26898525,90.14680044,88.77016332,77.87828759,91.41120096,96.75000221,128.7678669,127.3621243,69.55459191,110.2750727,78.87159395,21.00353646
UMRED,188.7700535,0.366667,68.7565659,99.78887454,19.40743845,15.68022832,65.46460678,78.66007194,43.01335874,77.8285938,100.2920801,35.23301238,88.01772662,79.10424295,126.6448638,45.5771078,54.53273893,67.2498231,28.63437565,90.08504002,84.77166794,116.7697523,79.67458738,86.29129475,69.84140785,102.4756649,127.2119331,128.4827878,169.3719535,79.1946911,20.85281937
KUHI,131.657754,0.3523015,87.42157448,101.275919,19.68752269,3.522427547,63.46491877,54.72005005,126.6356027,112.5130758,106.2626455,61.97508762,116.8120441,169.8419564,142.6940428,37.21986875,88.70286947,83.21486383,23.90347881,26.85765168,143.092841,80.2405085,84.46891907,95.33974254,116.0649483,127.138586,116.6528398,82.91108963,78.54931176,79.45000307,20.98383868
BHIWAPUR,141.1764706,0.3027045,80.53056608,95.43975677,20.20142543,16.92611538,64.07340717,65.25872635,120.1643038,65.72192365,125.0822251,50.10917316,92.366391,91.4732548,140.7579027,53.54759718,62.73047093,82.94806106,32.5795563,91.51496129,99.2881235,56.70769544,77.05417873,89.8381991,44.14666768,99.83980793,60.30787938,43.27841275,168.6191892,79.37421962,20.7291167
TUMSAR,60.7486631,0.383363,95.29983439,108.1663531,10.17203073,13.16546722,66.76241187,67.57375308,102.9351327,114.9147023,149.1178063,94.69336559,107.9130478,78.03152068,151.7677219,68.94418641,110.5725018,96.62693594,151.2817484,331.6649604,99.59750644,95.41898898,85.41971333,97.38572757,149.9949699,75.90228397,131.636021,115.4575105,99.42550469,79.7127791,21.44861727
MOHADI,46.63101604,0.333333,97.3297321,107.6465115,8.364048767,6.296482083,68.42530797,106.8589657,200.3425442,104.2609464,136.9445414,96.63911967,92.87087477,61.51994698,98.07239637,57.42939916,119.1125752,100.2515312,93.35887006,69.931244,158.0648193,128.9679731,78.50803116,98.07134942,187.4150986,112.5390158,146.6319366,94.9267072,54.53989949,79.62829715,21.32595095
BHANDARA,54.75935829,0.377005,97.69840533,93.93317519,19.84743764,6.479014533,68.7953863,92.9619032,87.14394757,115.8584749,104.3598708,83.4610579,105.341604,117.4999877,100.6216445,47.55872118,76.98739614,94.13893177,81.21750186,98.27458911,106.077916,183.3103873,67.44815979,100.9039026,174.956254,58.09643996,187.1382156,84.83552498,65.69578802,79.67493053,21.12583322
SAKOLI,91.87165775,0.406036,99.00647278,106.4995961,17.83742218,11.21536612,66.38687524,40.59874681,104.6592323,117.161324,130.6036815,89.36520744,132.3160313,111.3108717,183.178304,73.63931022,100.9942186,99.52129117,147.790326,26.56885973,164.7176242,164.6352448,72.37536712,100.1364719,133.5080676,71.63145285,187.0251685,104.7058373,58.27852163,79.9735402,21.10964038
LAKHANI,80,0.372976,98.01050171,100.7464702,18.52540734,6.535558697,68.15608034,61.09520151,131.7246825,108.8089078,109.2951481,99.45385132,124.2486072,97.36096278,165.3733747,88.65315017,106.1379636,94.29651284,149.4547607,239.8935878,134.7825948,84.94356599,62.97231854,96.72247164,163.9427222,94.75924187,154.4956928,91.38888128,70.16055031,79.85487927,21.00843764
PAUNI,264.5989305,0.349765,86.91083126,88.67075607,21.09936479,7.027556217,64.79910748,48.09787839,54.48097849,78.32431733,54.72085274,62.784651,87.78368035,73.98637698,133.3316247,58.16098387,83.36214869,82.96962561,35.0178352,110.1676923,97.57158633,83.59096143,63.13881187,93.11312435,98.06465192,94.73050082,153.2141406,66.15808318,135.7852434,79.66943265,20.82228813
LAKHANDUR,80,0.41471,99.7168211,96.92543431,18.75814296,4.994618566,63.65497409,56.56454612,62.96658614,115.4311728,96.5300436,97.72495248,130.8888022,110.6485019,156.4448221,68.39905968,103.8032308,92.43925172,123.5460702,0,118.3329562,67.58501423,61.87761213,103.4202784,100.4460697,95.73945162,216.221304,87.52937409,60.89778103,79.85487338,20.78100394
TIRORA,135.1871658,0.4643665,97.40630939,98.06114514,11.50768172,8.65475631,72.10280936,112.5542493,127.0917359,103.7714584,137.285369,108.4243782,116.0508411,110.9642214,184.7368776,68.05150348,116.4199649,100.3304074,134.092686,140.6205503,93.40694545,142.2632081,72.63213117,97.7225184,149.3987839,74.31306141,186.539893,105.5571043,132.1927442,79.95123214,21.38020699
GOREGAON,75.18716578,0.3655685,103.0110375,104.8624359,12.12186724,15.09087997,70.38397913,38.52738218,132.4259674,125.4787533,114.8714312,104.5280274,83.71014222,79.82335234,241.8257284,77.64689173,106.8396518,100.2735307,123.4200028,50.42661132,97.69603989,100.4370991,86.16562723,104.9722033,126.6964315,56.91079833,234.1266004,105.9879496,58.99213618,80.21637066,21.31149927
GONDIYA,86.4171123,0.483572,109.4656262,95.90611531,12.18374624,10.69365056,67.26074181,125.0226309,117.1981771,136.0711839,174.6093801,111.3589856,107.5703046,90.69308205,182.8493101,103.3063612,107.0685642,108.2114015,83.74132642,179.9996258,126.8107538,159.3395038,85.90925575,105.4185821,236.8132504,96.44265529,159.3021197,144.0225325,62.21521647,80.18440197,21.50740121
AMGAON,115.2941176,0.539139,110.9349635,98.65003554,9.263036538,7.938985456,69.69306073,16.78081535,62.92239906,122.4503209,134.2988101,103.0817277,150.9461285,84.03610647,241.2186342,60.87516311,121.1268366,111.2181145,102.6256023,0,146.8045826,94.78286238,66.90115753,105.3994586,99.33000227,99.15125753,187.5026795,95.21250804,77.08305794,80.35597998,21.391419
SALEKASA,111.9786096,0.582547,93.08336016,97.11871616,6.935963127,27.22210524,66.472344,86.79732076,54.24344747,82.30150149,108.9645518,57.76131291,116.9247872,76.91172022,197.191561,65.59823611,70.79300795,93.25089904,101.1089678,198.8083642,187.0823017,81.70936412,50.64006878,98.32967912,125.589658,87.2559558,187.1623843,104.4651342,116.289096,80.50382612,21.28287771
SADAK-ARJUNI,162.7807487,0.323944,103.677536,96.81380452,14.44711663,20.73896569,69.51718851,47.04901499,66.15672799,129.4718663,116.2840164,54.19016057,108.8701252,68.74686338,132.2190524,46.22529909,90.65805527,105.7219947,82.21009534,92.3702413,98.42647757,91.98911878,75.4868315,99.17885298,148.5308445,92.66472666,197.1406677,100.1066089,94.5528164,80.16828046,21.1179424
ARJUNI MORGAON,139.8930481,0.346283,89.87136281,94.61304338,18.3954406,22.39301251,65.89271635,39.82788453,143.7408444,107.383756,73.12435211,85.62959971,107.9966797,110.7667461,177.2902983,52.97680334,69.19120413,84.61409354,80.03126765,109.4704284,115.132928,107.2882936,57.31729304,92.52380078,135.1642436,75.50085868,128.8222107,104.7721068,82.32763309,80.09225024,20.82396029
DEORI,88.77005348,0.409458,91.89388765,94.82983094,11.02372447,52.97631555,61.30700052,18.78449479,39.61998075,105.7074931,134.8588798,66.34924634,131.0126196,79.97244052,196.422815,34.07191965,85.03085544,94.65250495,73.85104646,18.43958175,164.333488,85.6963308,80.36906438,105.8627766,122.3093312,67.05658741,229.2231304,75.09127585,86.28700516,80.37089565,20.9660193
DESAIGANJ (VADASA),92.62032086,0.3770925,89.36427613,96.89412168,15.81913691,9.836573888,63.50367647,209.7601918,139.2813521,108.0952692,131.6655001,85.90143971,127.6114613,75.39525219,124.4693735,105.6860471,85.54155127,88.87292256,244.3466723,0,66.4875827,106.326929,98.58402278,96.25521332,137.9583365,81.76535994,185.035539,189.3430558,60.22113902,80.02082758,20.62521394
ARMORI,154.2245989,0.364583,94.45947385,111.0791121,11.70787975,23.81124031,63.6942543,37.38300449,122.6519536,109.4223794,70.39541589,88.02771297,89.34607259,145.8694258,128.7940641,79.10757583,51.83309839,89.37573966,92.53722984,97.85758237,203.8074812,86.6256168,65.43097996,95.42131914,68.84257583,44.48308274,139.234663,134.9772279,67.97237473,80.08706479,20.4257424
KURKHEDA,133.7967914,0.506792,100.4529197,101.4329013,9.708429231,57.70380072,64.12414113,19.81986065,62.70563883,104.1800074,60.64906894,100.4438094,127.8985512,118.6330767,145.2913717,62.91232408,54.55799727,101.6690239,73.59260011,194.5593665,184.6993636,51.66842892,70.34450499,99.7605705,109.4976403,46.35516469,151.5251658,89.45341217,65.43714318,80.28575089,20.58005565
KORCHI,248.4491979,0.686486,100.5348106,106.0093348,8.039989722,73.18913363,57.26385564,393.3003597,94.47577008,92.42145514,148.1236876,102.6790647,55.11789677,84.42171462,150.9317983,130.7864833,63.75518743,92.84046375,171.8062539,791.461423,344.0732405,222.1473337,62.14617816,102.3651634,213.4043018,50.83438496,141.6678346,157.2223588,36.69725659,80.48689663,20.66018824
DHANORA,145.7754011,0.65252,95.29655453,106.9874416,4.757067886,71.03557523,55.40090845,5.544322251,11.69400313,52.80001518,9.135381614,49.38386732,64.32774101,76.01773714,204.6602159,18.43686108,47.48121348,85.06967603,7.265815144,10.88503945,221.4300111,19.27133766,38.8166166,103.9937932,35.0061682,38.90158094,40.75672665,61.48585071,191.0097801,80.3585793,20.2431058
GADCHIROLI,92.19251337,0.182214,83.6558741,107.1549198,13.27400856,22.30996286,60.1050858,30.94822503,116.0454081,96.9667726,67.99120086,72.87540172,68.58742472,128.87027,137.5167323,81.08372136,68.15277691,82.42079001,72.10229673,20.2533111,27.46700138,71.71464997,70.21812816,89.64752962,77.34713292,44.4453639,87.96771527,127.7067917,106.621033,80.09238675,20.10610114
CHAMORSHI,85.56149733,0.433086,101.970522,101.5624158,8.560921342,18.53233114,59.75143962,44.49458615,95.33696828,118.7082592,100.2453239,133.7329232,129.268753,151.5232041,85.88758948,80.70570867,64.54498868,100.4148606,41.65000095,49.91725161,176.4943104,41.42607622,91.47608384,102.2711642,70.23333494,49.29394905,112.1427509,118.0320348,51.09672401,79.93088713,19.83576837
MULCHERA,190.9090909,0.522484,103.1226421,95.64992157,5.953654968,32.39784218,62.69184304,70.90485358,12.46262305,61.38593314,29.2074877,98.00023404,78.56963208,98.70153582,173.2409906,37.51110403,52.04781711,104.6089732,46.46028275,104.4043925,53.93922202,30.80699752,58.60458664,106.7619444,132.9063411,43.64051828,161.5803298,100.576593,61.06932407,80.03551117,19.65650821
ETAPALLI,126.5240642,0.8348485,101.1125969,111.9204216,3.540440322,81.50110753,47.2149973,0,1.536191383,38.9142969,10.80068555,88.5858597,13.67265656,65.75318174,109.674548,17.83452044,21.65270516,92.24533257,0,51.47716573,114.6910802,8.54412822,33.14462835,95.87921639,23.28046928,15.33100499,77.09814125,54.09801593,95.97744031,80.37685787,19.711247
BHAMRAGAD,39.78609626,0.75,80.67997344,113.6620576,3.105299381,81.09841707,38.83705432,0,0,21.86919165,0,38.33617971,1.35596594,43.95737536,83.78746792,3.14437826,20.36030311,72.71420937,0,0,0,4.519208314,16.18250132,55.48595974,8.209091097,7.682173879,12.23375465,50.96837865,143.3362648,80.6176527,19.44089855
AHERI,148.0213904,0.735043,99.65344176,97.27972531,14.75928621,52.87205884,53.34664943,35.55257489,43.32580444,61.55933973,70.29598733,67.70198215,88.06117786,68.33651665,120.1779342,51.58912128,37.40630547,100.0627336,31.06101766,223.3585496,27.04579635,43.25163212,58.07872295,81.36828414,56.11864535,17.50551863,43.90673807,75.18707299,257.2157124,80.1417323,19.26089881
SIRONCHA,183.7433155,0.5,90.27810821,102.9162513,26.63042671,24.71297658,45.52036469,8.679732076,8.13651712,19.32296122,114.4127794,26.6590675,124.4683218,128.2333118,185.6541487,28.86322389,58.40423156,94.56429199,11.37475888,34.08143386,56.1246905,30.16961137,94.52812839,103.8062688,34.25172492,26.71100688,5.104428662,185.798703,169.4498256,80.10363274,18.88027227
WARORA,38.28877005,0.2657095,85.46520145,107.1393368,7.659509791,24.71361833,67.12211785,32.10615181,90.29043233,79.41693245,22.671993,40.43065211,99.61506924,90.89009351,107.2549439,21.35289523,72.27388209,83.94993268,19.63500045,37.81995849,29.30881197,50.21854954,106.1460625,99.99983578,70.95000162,99.59389707,41.53859039,87.77127075,62.67914469,79.03125134,20.34911844
CHIMUR,173.0481283,0.423042,68.40258617,96.44085318,16.50987632,32.03536483,62.93918636,14.92365001,32.64254892,54.14163047,25.76064132,32.08571562,69.39008311,96.99156589,113.9429108,52.63415783,55.38223754,65.48795254,36.94173998,48.83209397,32.1663246,75.64761744,41.11586612,71.47805614,51.0391316,39.80256756,21.940973,57.73306048,214.2253957,79.3990217,20.50829452
NAGBHIR,151.4438503,0.4127565,86.77976981,101.0251733,12.44925575,19.14674485,60.41672967,50.74843351,99.90199448,94.1474925,78.84002727,82.61086037,108.4991456,86.89252056,165.2783758,79.7759194,73.26219955,88.46336992,75.37306624,119.5598688,119.6776489,105.8369431,56.25539899,84.70846898,104.1362927,79.96069155,104.4555462,88.99996169,128.2127476,79.66018341,20.52457746
BRAHMAPURI,125.9893048,0.456882,83.9936152,104.6033454,14.50591671,8.321038881,58.47904266,80.90750257,86.37784693,91.17063845,59.24947504,56.60291295,124.2258511,124.179208,121.8941009,57.07046542,84.68613576,83.25034991,153.1530035,52.94794189,85.4840349,156.2354874,67.30909142,95.9114447,102.8775024,45.37055311,68.72748592,99.69491507,82.58899065,79.85121236,20.49356928
SAWALI,106.3101604,0.453613,89.52646175,96.71142688,12.12744471,15.20609244,53.64426052,33.12003029,54.33266367,91.48273306,49.37456253,49.16727141,135.2873386,70.38127371,137.1572329,73.4239906,72.93542792,88.2047051,33.75842182,43.34919219,50.39058899,57.56044274,90.17485932,95.93858433,95.84473903,47.56433681,55.18603795,82.5706559,133.1204126,79.86425533,20.14342001
SINDEWAHI,124.171123,0.409214,89.33700598,96.86969297,13.08402753,28.8274176,60.52400468,111.377093,44.37282014,45.45740877,41.946531,35.91896483,56.62657762,80.18775841,98.30648344,53.87182576,36.79043709,76.85092166,43.78778861,196.7976601,46.60014646,135.4962634,64.98061923,91.99613308,114.2734539,27.42014865,130.9986117,109.1535189,195.0525388,79.61919629,20.27775638
BHADRAVATI,80.64171123,0.2520625,83.20122261,109.6187104,10.80193099,26.38626956,65.56616444,51.02274937,109.6093311,102.0185621,74.0618438,57.46109818,113.0765651,154.1462759,71.35379779,48.84409203,64.50295352,83.38270341,26.0031087,100.171782,29.11077945,59.11613038,89.30444562,90.72704228,33.5574332,97.35079128,90.01728925,52.63590739,153.8080442,79.22155721,20.18865351
CHANDRAPUR,78.82352941,0.29932,92.4458029,101.5952047,15.57245797,19.86464171,64.57535947,86.3718437,57.83308738,99.19330582,43.56579047,39.79257869,98.12141768,128.9144754,55.32558644,55.95143669,89.06385044,92.98049461,64.68000148,387.5927772,42.23917019,58.97123791,100.7836663,102.9789231,63.29853086,106.3202823,116.1007304,114.5605043,102.7301783,79.3770551,20.01962778
MUL,91.01604278,0.390966,79.09252025,72.45741452,11.6753774,16.9253718,54.28334231,46.61337597,166.5914211,90.8000261,65.83275004,57.26762647,112.4196206,120.7944576,144.6239973,56.36589177,68.43324101,77.23480175,71.26777941,22.87874032,84.21760475,91.13736768,71.38843029,83.22065318,64.38055703,63.11711995,61.678513,78.14157857,103.7141839,79.6860581,20.04093865
POMBHURNA,51.3368984,0.405974,83.20122261,107.1739211,9.598078021,26.66548512,55.58429157,33.12003029,15.52361819,110.598528,77.95983558,73.75090712,120.8950686,123.769445,153.8010073,45.05563059,68.88345971,81.18842174,65.1055278,65.02378828,62.98823624,57.56044274,90.17485932,88.33948854,58.81381713,69.30803363,38.95485032,55.52164793,66.56020628,79.63972891,19.85940042
BALLARPUR,86.09625668,0.386441,97.48830123,85.89614668,11.64374961,26.77842657,62.00621981,457.6586004,125.1297709,132.0727652,125.6807046,52.7122471,109.3812525,71.69572981,190.0369056,80.70570867,102.6498615,93.48969776,133.280003,224.6276323,101.5446718,198.8451658,92.71224713,91.87997635,30.10000069,103.2825599,112.1427509,118.0320348,87.59438403,79.44170538,19.86314979
KORPANA,997.8609626,0.289683,107.3273224,113.533381,7.990320514,29.6090247,63.22691131,112.5542493,251.7855146,50.62022361,276.9792532,26.71325259,28.01227198,69.32182258,100.7158649,330.9777669,72.60599961,110.5492451,75.9858554,160.7092003,89.51498939,66.68587879,121.3852055,35.21532195,218.0414684,136.0306887,339.9839985,232.2256294,26.43854884,79.05570068,19.75753771
JIWATI,963.7433155,0.735944,110.9349635,113.9399638,20.21999353,29.09737949,46.12189735,14.46622013,250.8759445,32.20493537,269.0062372,11.10794479,45.26120793,62.33449274,112.344448,266.7661602,74.33265834,110.3250073,44.23517343,369.2155335,38.51694446,31.42667851,120.9734976,2.489358965,114.1724164,124.6513654,289.2509575,179.0830872,16.612728,79.11426015,19.59558656
RAJURA,166.9518717,0.309142,98.71331496,112.1458732,15.09424479,23.69137974,60.7063335,31.9973174,119.9791508,98.93465314,32.63742269,132.6740457,126.5300082,173.2935488,127.7817525,90.28096225,83.51175175,98.77160159,46.59152649,62.81959207,64.90991125,46.34103441,101.6377652,100.0279282,21.04449201,73.52317825,25.08956461,63.26717117,45.93137722,79.34236038,19.70353212
GONDPIPRI,54.43850267,0.3687105,98.97138898,97.90639324,17.27436164,17.18587601,54.24470655,61.69417407,63.61639611,28.99496632,20.33070222,62.53119508,70.77610456,91.14424783,192.5283554,44.76114935,61.89182827,90.74000077,21.56000049,96.89819431,37.54592905,75.05430279,87.58580523,80.68451705,68.16764862,24.30177881,87.07554777,76.37366955,116.8998581,79.62534736,19.67023191
NER,112.0855615,0.381568,76.50687136,92.90584153,20.95238095,8.297591554,69.73693124,65.09799057,40.6825856,80.51233841,153.231401,74.97862733,101.8377178,80.22821692,146.1923119,75.43797153,66.36844495,79.78862137,104.2686231,106.5044808,144.4385417,61.28202309,83.3451132,80.28182663,137.0068997,81.46857097,47.85401871,47.56894504,124.59546,77.85181179,20.48791204
BABULGAON,15.61497326,0.296547,79.80932624,112.7257003,13.47237817,19.2122305,72.37358605,0,140.0476058,122.0621111,8.525104322,109.8487835,120.3980693,143.9687661,100.6332733,65.69262207,74.21806534,73.9846529,11.86575567,17.77628744,37.8835723,15.73594838,93.32588215,86.47388319,75.03345495,103.6540799,18.63667299,53.70882157,90.98157693,78.14237041,20.57209275
KALAMB,54.01069519,0.456221,92.83918929,105.5226088,10.49270073,30.87824196,67.95878409,17.85193122,129.6937747,88.31613481,10.50522607,87.72912992,82.61775455,86.62564188,79.95251675,40.47550739,61.15310899,82.6599219,23.39489415,35.04828305,50.92665909,27.14730101,92.00211077,88.31927818,63.40212911,79.1100459,186.3478478,41.43677816,158.8813029,78.3665696,20.38713225
YAVATMAL,140.2139037,0.44751,99.21648142,92.43092936,10.06006316,32.80150261,65.40496426,177.262134,72.69863448,111.8100925,77.19121748,112.972492,123.6316269,66.84223379,132.3309451,112.5333121,108.4329523,99.78086678,77.43380459,295.8124453,148.3328606,138.6314889,111.1763482,100.6612618,83.94084699,101.464205,31.27361223,98.29076134,86.51487577,78.13501392,20.30086828
DARWHA,42.88770053,0.3539,94.2187361,104.1795142,13.85334599,9.044067538,65.99968592,94.82310042,137.3733884,106.6145121,186.6764282,132.3823557,80.91215938,68.24411614,93.53236225,70.36084778,100.1890772,96.26450614,75.31233049,84.61999845,154.1054657,52.43519784,113.1597427,104.5786521,129.2650714,96.56211938,93.78513621,53.35694722,49.49682659,77.77359444,20.3180284
DIGRAS,45.77540107,0.394841,104.0015283,101.148539,8.481550912,15.95446024,59.48339623,78.66007194,33.18173388,52.53430082,40.73401409,140.1267235,137.4101985,101.5389767,143.1837206,61.82633754,103.9329848,105.6952972,61.85025141,30.88629944,53.85494199,82.02363091,113.2016537,96.10481455,173.827504,91.01775593,41.63299628,85.20437509,31.61609798,77.77261099,20.0924162
PUSAD,84.17112299,0.433038,105.0341675,106.0265511,15.27241461,18.26399836,56.71988715,20.08342262,28.23977352,121.7106733,14.1820552,104.8637256,114.3266815,75.66137683,104.3231395,76.90346404,88.45360408,100.8937282,40.94106477,65.71553071,28.0096625,61.08142727,117.1724996,107.1351244,89.8196829,79.93410888,108.265475,98.41234813,46.12682989,77.48694932,19.89830888
UMARKHED,144.4919786,0.4528535,95.29028914,76.72429136,19.06191157,15.81508171,59.54506163,104.8800959,30.2511534,52.88353168,91.15303852,66.90400593,93.60511031,43.45835914,164.4780749,39.02254046,58.23405606,94.48851932,66.96038615,142.5521512,24.5492613,122.684918,106.6904013,102.0397814,89.14230973,25.82063998,52.189511,106.1153389,134.339464,77.86980186,19.59481029
MAHAGAON,141.6042781,0.336366,107.0425086,105.2167553,11.93259466,14.07396506,58.95251942,55.20005049,12.93634849,76.46317987,15.59196712,72.90319554,153.9972897,33.64644143,78.50284319,43.38690354,135.0656073,107.2489028,53.04894858,21.67459609,79.78509924,153.494514,120.2331458,108.287115,196.0460571,84.2568252,12.98495011,74.02886391,15.84766816,77.76348717,19.83569662
ARNI,49.62566845,0.315992,97.82446779,87.36210635,9.533902233,17.25791402,63.57601659,57.20732505,123.3422027,114.6202927,48.47684321,93.12496987,123.7996903,130.0025283,136.2437895,62.25868955,106.3825838,102.8386675,54.97800126,22.46276323,47.87105954,34.79790402,107.9170557,94.50511853,284.4450065,109.8550865,121.114171,79.67162346,91.97410323,78.0146391,20.03801561
GHATANJI,76.25668449,0.411576,97.8837913,87.13271104,7.650860232,32.25569935,64.49101692,52.88072063,37.17841331,125.572185,129.4526345,136.4316984,153.0418365,142.0887796,193.526491,63.94449907,100.9246538,97.94158813,50.82000116,83.05559512,128.7288996,82.71290512,111.0677139,103.7372362,91.81764916,113.2636476,59.08697884,84.55656272,60.72719901,78.30845191,20.03700332
KELAPUR,143.1016043,0.377309,101.4262523,108.2211988,5.512017758,41.60348161,63.05794043,26.96916752,250.7064338,145.6506541,67.71368576,150.4809149,49.22156363,168.6639558,104.6998605,59.78810663,89.08541554,89.77978912,51.05100117,17.64931396,92.32275769,66.40008216,110.1421496,107.5136356,67.40250154,116.1928799,81.94431013,102.0134015,25.80905958,78.5295596,20.0207181
RALEGAON,309.8395722,0.255157,93.99832783,111.1791796,7.904423233,28.95198881,69.37740564,48.03668516,18.01213714,120.0105034,115.3329476,97.37682288,118.9834235,147.5777501,93.70192184,46.46959016,78.75046628,89.84209293,16.78717596,56.58558675,65.77702838,41.74230581,99.9593724,105.8072574,41.70343607,57.94861187,121.4737126,96.63309716,96.53770377,78.59780995,20.31432028
MAREGAON,51.87165775,0.17364,90.31873132,112.7464062,5.09318664,33.39854916,67.80183353,22.2754186,174.8811147,59.23238112,214.9759714,3.420853794,10.1637447,131.440391,118.7115653,23.56892377,117.1843552,77.862118,0,0,131.3276855,14.5174568,98.55393916,88.16296087,39.55619559,82.26044596,26.19972234,20.10722716,105.5202259,78.78653358,20.12857981
WANI,132.0855615,0.142241,82.7610045,91.63829966,5.760664778,38.62028523,62.06168464,86.52607914,29.49487456,67.12716215,55.54638285,70.06336176,103.5703735,53.73247767,41.30666596,59.44840148,97.19658763,92.84046375,65.28637649,108.102048,11.96776489,41.01181545,110.9070256,102.1959648,242.1168805,69.71572795,87.89188103,64.91761912,149.0473191,78.74077412,19.87568242
